nohup: ignoring input
             Fingerprints used:
             Type:  BP
             C :  60 G1s  48 G2s
             H :  60 G1s  48 G2s
    0.07s: Processing training data
             Number of training images: 570
    0.74s: Trying to load training fingerprints
             Fingerprints were not found
    0.74s: Calculating training fingerprints
    0.74s: Training
       Epoch      CumLoss     EnergyRMSE   ForceRMSE
         656     0.028397     0.009385     0.189515
         657     0.026518     0.009645     0.174666
         658     0.021626     0.008041     0.141957
         659     0.019857     0.007771     0.129212
         660     0.022420     0.009367     0.144035
         661     0.022753     0.008326     0.149729
         662     0.020021     0.008245     0.129010
         663     0.018622     0.007866     0.119353
         664     0.020976     0.007905     0.137386
         665     0.022024     0.009370     0.140937
         666     0.019215     0.007545     0.124959
         667     0.017528     0.007263     0.112802
         668     0.019414     0.008163     0.124557
         669     0.020172     0.007662     0.131946
         670     0.018599     0.007790     0.119421
         671     0.017808     0.007318     0.114799
         672     0.018843     0.007452     0.122380
         673     0.018842     0.007986     0.120673
         674     0.017668     0.007139     0.114283
         675     0.017865     0.007191     0.115637
         676     0.018693     0.007598     0.120768
         677     0.018135     0.007137     0.117890
         678     0.017220     0.007132     0.110827
         679     0.017539     0.007282     0.112826
         680     0.018073     0.007088     0.117557
         681     0.017697     0.007191     0.114340
         682     0.017210     0.006996     0.111186
         683     0.017437     0.006876     0.113303
         684     0.017616     0.007255     0.113513
         685     0.017230     0.006855     0.111773
         686     0.017015     0.006803     0.110280
         687     0.017288     0.007054     0.111604
         688     0.017391     0.006710     0.113452
         689     0.017089     0.006859     0.110675
         690     0.016867     0.006643     0.109630
         691     0.016987     0.006594     0.110695
         692     0.017076     0.006844     0.110622
         693     0.016913     0.006584     0.110158
         694     0.016776     0.006651     0.108905
         695     0.016847     0.006644     0.109470
         696     0.016918     0.006557     0.110276
         697     0.016811     0.006608     0.109305
         698     0.016654     0.006495     0.108433
         699     0.016629     0.006444     0.108394
         700     0.016682     0.006562     0.108448
         701     0.016658     0.006399     0.108753
         702     0.016561     0.006449     0.107861
         703     0.016506     0.006409     0.107560
         704     0.016531     0.006321     0.108007
         705     0.016553     0.006464     0.107753
         706     0.016509     0.006288     0.107939
         707     0.016440     0.006375     0.107148
         708     0.016408     0.006284     0.107173
         709     0.016417     0.006280     0.107254
         710     0.016418     0.006286     0.107243
         711     0.016385     0.006236     0.107137
         712     0.016343     0.006204     0.106913
         713     0.016331     0.006248     0.106691
         714     0.016356     0.006124     0.107241
         715     0.016402     0.006272     0.107165
         716     0.016463     0.006067     0.108216
         717     0.016572     0.006245     0.108544
         718     0.016782     0.006035     0.110726
         719     0.017174     0.006264     0.113073
         720     0.017804     0.006056     0.118384
         721     0.018775     0.006429     0.124734
         722     0.019983     0.006157     0.134423
         723     0.021301     0.006741     0.142880
         724     0.021837     0.006269     0.147907
         725     0.021115     0.006753     0.141465
         726     0.018714     0.006050     0.125222
         727     0.016372     0.006130     0.107344
         728     0.016139     0.006059     0.105770
         729     0.017696     0.005925     0.117909
         730     0.018917     0.006378     0.125935
         731     0.018443     0.005953     0.123427
         732     0.016852     0.006058     0.111194
         733     0.015830     0.005866     0.103965
         734     0.016402     0.005759     0.108599
         735     0.017388     0.006086     0.115176
         736     0.017356     0.005761     0.115764
         737     0.016415     0.005929     0.108232
         738     0.015739     0.005827     0.103383
         739     0.016071     0.005743     0.106136
         740     0.016676     0.005996     0.110029
